DAY,TORRA3
2021/08/29 00:00:00,120.0
2021/08/30 00:00:00,120.0
2021/08/31 00:00:00,120.0
2021/09/01 00:00:00,120.0
2021/09/02 00:00:00,120.0
2021/09/03 00:00:00,120.0
2021/09/04 00:00:00,120.0
